PARENTNO,PARENT_VER,PROD_STATUS,PROD_CDATE,PROD_MODDATE,GISONG,BRAND,EL_ASPD,EL_ACAPA,ASPSCD,PARTNO,PARTNAME,PART_VERSION,SPEC,GLCODE,PART_QTY,CMT,UCHECK
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,24100093G0100,BRACKET ASSY,0,GSP,24100093G01,16,"1) 2024.04.16 RWY 아산타워 9-2호기 4EA

2) 2024.04.16 RWY 아산타워 1-1B호기 4EA

3) 2024.04.16 RWY 아산타워 1-2A호기 4EA

4) 2024.04.16 RWY 아산타워 1-1A호기 4EA",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,24100094G0200,FLS CAM ASSY,0,"105,120M/MIN",24100094G02,4,"1) 2024.04.16 RWY 아산타워 9-2호기 1EA

2) 2024.04.16 RWY 아산타워 1-1B호기 1EA

3) 2024.04.16 RWY 아산타워 1-2A호기 1EA

4) 2024.04.16 RWY 아산타워 1-1A호기 1EA",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,24100094G0300,FLS SWITCH ASSY,0,60~120M/MIN,24100094G03,6,"1) 2024.04.16 RWY 아산타워 9-2호기 1EA

2) 2024.04.16 RWY 아산타워 1-1B호기 1EA

3) 2024.04.16 RWY 아산타워 1-2A호기 1EA

4) 2024.04.16 RWY 아산타워 1-1A호기 1EA

5) Rope식 부품공용화 타워설치 자재 (GETM3.5H) ..24.08.20_김학은
 - 입고 요청일: 9/11
 - 입고장소: 충주공장 F02
 - 1 ST

======================================
[중국법인 타워설치용_GETM6.0H]_24.09.11 NHC
 - 기종 : GTLX-R, 30kW 일반형
 - 입고요청일 : 09/11
 - 입고날짜 : 09/25
 - 입고장소 : 충주 서비스부품센터 2층 제어팀
 - 수량 : 5EA > 6EA (1EA 추가)
 - 담당자 : 노휘찬 (010-7363-9400)",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,24100094G0600,FLS CAM ASSY,0,"GTxx,150~180M/MIN",24100094G06,2,"Rope식 부품공용화 타워설치 자재 (GETM3.5H) ..24.08.20_김학은
 - 입고 요청일: 9/11
 - 입고장소: 충주공장 F02

======================================
[중국법인 타워설치용_GETM6.0H]_24.09.11 NHC
 - 기종 : GTLX-R, 30kW 일반형
 - 입고요청일 : 09/11
 - 입고날짜 : 09/25
 - 입고장소 : 충주 서비스부품센터 2층 제어팀
 - 수량 : 1EA > 2EA (1EA 추가)
 - 담당자 : 노휘찬 (010-7363-9400)",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,24110020G0200,LIMIT SWITCH ASSY,0,GT,24110020G02,5,"Rope식 부품공용화 타워설치 자재 (GETM3.5H) ..24.08.20_김학은
 - 입고 요청일: 9/11
 - 입고장소: 충주공장 F02

======================================
[중국법인 타워설치용_GETM6.0H]_24.09.11 NHC
 - 기종 : GTLX-R, 30kW 일반형
 - 입고요청일 : 09/11
 - 입고날짜 : 09/25
 - 입고장소 : 충주 서비스부품센터 2층 제어팀
 - 수량 : 1EA > 2EA (1EA 추가)
 - 담당자 : 노휘찬 (010-7363-9400)

======================================
[GT-R 관통 PLUL2 신호 관련 LIMIT SW 발주]
 - 선입고 건
 - 기종 : GT-R
 - 수량 : 2EA > 3EA (1EA 추가)
 - 담당자 : 노휘찬 (010-7363-9400)

======================================
[GT-R 관통 PLUL2 신호 관련 LIMIT SW 발주]
 - 선입고 건
 - 기종 : GT-R
 - 수량 : 3EA > 4EA (1EA 추가)
 - 업체 : 이엠텍
 - 담당자 : 노휘찬 (010-7363-9400)

======================================
[GT-R 관통 PLUL2 신호 관련 LIMIT SW 발주]
 - 선입고 건
 - 기종 : GT-R
 - 수량 : 4EA > 5EA (1EA 추가)
 - 업체 : 이엠텍
 - 담당자 : 노휘찬 (010-7363-9400)",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,24110022G0100,BRACKET ASSY,0,GT,24110022G01,19,"Rope식 부품공용화 타워설치 자재 (GETM3.5H) ..24.08.20_김학은
 - 입고 요청일: 9/11
 - 입고장소: 충주공장 F02

======================================
[중국법인 타워설치용_GETM6.0H]_24.09.11 NHC
 - 기종 : GTLX-R, 30kW 일반형
 - 입고요청일 : 09/11
 - 입고날짜 : 09/25
 - 입고장소 : 충주 서비스부품센터 2층 제어팀
 - 수량 : 6EA > 12EA (6EA 추가)
 - 담당자 : 노휘찬 (010-7363-9400)

======================================
[GT-R 관통 PLUL2 신호 관련 LIMIT SW 발주]
 - 선입고 건
 - 기종 : GT-R
 - 수량 : 12EA > 13EA (1EA 추가)
 - 담당자 : 노휘찬 (010-7363-9400)

======================================
[GT-R 관통 PLUL2 신호 관련 LIMIT SW 발주]
 - 선입고 건
 - 기종 : GT-R
 - 수량 : 13EA > 15EA (2EA 추가)
 - 업체 : 이엠텍
 - 담당자 : 노휘찬 (010-7363-9400)

======================================
[GT-R 관통 PLUL2 신호 관련 LIMIT SW 발주]
 - 선입고 건
 - 기종 : GT-R
 - 수량 : 15EA > 17EA (2EA 추가)
 - 업체 : 이엠텍
 - 담당자 : 노휘찬 (010-7363-9400)

======================================
25.06.25
GT-R 관통 PLUL2 신호 관련 LIMIT SW 발주
 - 선입고 건
 - 기종 : GT-R
 - 수량 : 17EA > 19EA (2EA 추가)
 - 업체 : 이엠텍
 - 담당자 : 노휘찬 (010-7363-9400)",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,24110068G0100,LIMIT SWITCH,0,"GTxx,PLUL2/PLDL2",24110068G01,1,"25.06.25
GT 관통 파일럿 현장 LIMIT SW ASSY 발주 요청 건 (선입고건)
수량 : 1EA
담당자 : 노휘찬 (010 7363 9400)
업체 : 이엠텍",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,24200100G0300,LCD ASSY,0,FOR STOP (SILL ATTATCHED TYPE),24200100G03,2,"3) 2024.04.16 RWY 아산타워 1-2A호기 1EA

4) 2024.04.16 RWY 아산타워 1-1A호기 1EA",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,24200125G0100,LCD VANE ASSY,0,HL2 SILLATTACHED TYPE,24200125G01,6,"3) 2024.04.16 RWY 아산타워 1-2A호기 2EA

4) 2024.04.16 RWY 아산타워 1-1A호기 4EA",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,24200128G0200,LCD VANE ASSY,0,STOP,24200128G02,17,"Rope식 부품공용화 타워설치 자재 (GETM3.5H) ..24.08.20_김학은
 - 입고 요청일: 9/11
 - 입고장소: 충주공장 F02

13K RAIL

======================================
[중국법인 타워설치용_GETM6.0H]_24.09.11 NHC
 - 기종 : GTLX-R, 30kW 일반형
 - 입고요청일 : 09/11
 - 입고날짜 : 09/25
 - 입고장소 : 충주 서비스부품센터 2층 제어팀
 - 수량 : 6EA > 15EA (9EA 추가)
 - 담당자 : 노휘찬 (010-7363-9400)
 - SPEC :
13K RAIL
====================
2EA 추가등록 (로프식 GETM3.5H) 용 24.11.15 DWK
",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,24200129G0200,LCD ASSY,0,"WBLX, WBSS1 (RAIL TYPE)",24200129G02,4,"1) 2024.04.16 RWY 아산타워 9-2호기 1EA

2) 2024.04.16 RWY 아산타워 1-1B호기 1EA

5) Rope식 부품공용화 타워설치 자재 (GETM3.5H) ..24.08.20_김학은
 - 입고 요청일: 9/11
 - 입고장소: 충주공장 F02
 - 1 ST

======================================
[중국법인 타워설치용_GETM6.0H]_24.09.11 NHC
 - 기종 : GTLX-R, 30kW 일반형
 - 입고요청일 : 09/11
 - 입고날짜 : 09/25
 - 입고장소 : 충주 서비스부품센터 2층 제어팀
 - 수량 : 3EA > 4EA (1EA 추가)
 - 담당자 : 노휘찬 (010-7363-9400)",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,24210007G0100,LCD VANE ASSY,0,GTLX,24210007G01,2,"1) 2024.04.16 RWY 아산타워 9-2호기 2EA

8K RAIL",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,24210007G0200,LCD VANE ASSY,0,STOP,24210007G02,2,"2) 2024.04.16 RWY 아산타워 1-1B호기 2EA

13K RAIL",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,24210015G0100,LCD ASSY,0,REAR STOP,24210015G01,4,"25.04.14
GT-R 관통 파일럿 현장 LCD 오출하로 인한 재발주
수량 : 4EA (1EA + 퀵 비용처리 3EA)
발주요청일 : 25.04.14
담당자 : 노휘찬 (010 7363 9400)",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,242C0130G0100,BRACKET,0,L=500MM,242C0130G01,6,"1) 2024.04.16 RWY 아산타워 9-2호기 1EA

2) 2024.04.16 RWY 아산타워 1-1B호기 1EA

5) Rope식 부품공용화 타워설치 자재 (GETM3.5H) ..24.08.20_김학은
 - 입고 요청일: 9/11
 - 입고장소: 충주공장 F02
 - 2 ST

======================================
[중국법인 타워설치용_GETM6.0H]_24.09.11 NHC
 - 기종 : GTLX-R, 30kW 일반형
 - 입고요청일 : 09/11
 - 입고날짜 : 09/25
 - 입고장소 : 충주 서비스부품센터 2층 제어팀
 - 수량 : 4EA > 6EA (2EA 추가)
 - 담당자 : 노휘찬 (010-7363-9400)",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,242C0180G0300,LCD VANE ASSY,0,REAR STOP,242C0180G03,3,"25.04.14
GT-R 관통 파일럿 현장 LCD 오출하로 인한 재발주
수량 : 3EA
발주요청일 : 25.04.14
담당자 : 노휘찬 (010 7363 9400)",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,25900001G0100,CABLE ASSY,0,REMOTE CABLE FOR GOV. TEST,25900001G01,4,"3) 2024.04.16 RWY 아산타워 1-2A호기 2EA

FOR GOV (CO6)
FOR CWT GOV (CO7)

4) 2024.04.16 RWY 아산타워 1-1A호기 2EA

FOR GOV (CO6)
FOR CWT GOV (CO7)",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,25900001G0200,CABLE ASSY,0,"LOGxxx,CAR GOV",25900001G02,2,"[Governor Test 자재 청구]
제작 업체: 덕수전자
입고: 선입고 조치 완료(제작 불필요)
청구 수량: 2 EA
제작 주석: [A]=7000
담당자: 안전부품개발팀 유진환 매니저(010-9362-7955)
",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,25900958G0200,ELD CABLE ASSY,0,"HELD-2018S(2.2kVA),(3kVA)",25900958G02,4,GT제어반 피난호기 인증용(1M*4EA)_250327,1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,25900969G3200,CABLE,0,FOR EVACUATION,25900969G32,1,"2025.02.11 KDH
아산타워 2-2호기(GT-R+GETM6.0H) 피난운전 인증용
항목 : CABLE(FOR EVACUATION)
수량 : 1EA
수령인 : 김도현(010-6345-9847)
입고목표 날짜 : 2/25
입고요청일 : 2/11
입고장소 : 충주 서비스부품센터 2층 제어팀",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,25900978G0100,T-CABLE HARNESS,1,FOR GSP,25900978G01,6,"1) 2024.04.16 RWY 아산타워 9-2호기 1EA

2) 2024.04.16 RWY 아산타워 1-1B호기 1EA

3) 2024.04.16 RWY 아산타워 1-2A호기 1EA

4) 2024.04.16 RWY 아산타워 1-1A호기 1EA

5) Rope식 부품공용화 타워설치 자재 (GETM3.5H) ..24.08.20_김학은
 - 입고 요청일: 9/11
 - 입고장소: 충주공장 F02
 - 1 ST

.======================================
[중국법인 타워설치용_GETM6.0H]_24.09.11 NHC
 - 기종 : GTLX-R, 30kW 일반형
 - 입고요청일 : 09/11
 - 입고날짜 : 09/25
 - 입고장소 : 충주 서비스부품센터 2층 제어팀
 - 수량 : 5EA > 6EA (1EA 추가)
 - 담당자 : 노휘찬 (010-7363-9400)",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,25900982G0200,HALL CABLE HARNESS,1,FOR GSP,25900982G02,3,"1) 2024.04.16 RWY 아산타워 9-2호기 1EA

* CP TO DUCT HOLE (SA) : 4250(MM)
* HALL CABLE HARNESS TT : 9650(MM)
* TOTAL HEIGHT (TH) : 23500(MM)
* TRAVEL HEIGHT (TR) : 15000(MM)
* OVER HEAD (OH) : 6000(MM)
* PIT (PIT) : 2500(MM)
* 비상용 엘리베이터 : YES

* 층고
  1층 : 15000
  2층 : 6000

2) 2024.04.16 RWY 아산타워 1-1B호기 1EA

* CP TO DUCT HOLE (SA) : 4250(MM)
* HALL CABLE HARNESS TT : 9150(MM)
* TOTAL HEIGHT (TH) : 43300(MM)
* TRAVEL HEIGHT (TR) : 36000(MM)
* OVER HEAD (OH) : 5500(MM)
* PIT (PIT) : 1800(MM)
* 비상용 엘리베이터 : YES
* LDSW CABLE 방수 커넥터(KET) 적용

* 층고
  1층 : 36000
  2층 : 5500

3) 2024.04.16 RWY 아산타워 1-2A호기 1EA

* CP TO DUCT HOLE (SA) : 5000(MM)
* 기계실 돌림 배관 (SF) : 1500(MM)
* T- CABLE 돌림 배관 (SD) : 3000(MM)
* HALL CABLE HARNESS TT : 8500(MM)
* TOTAL HEIGHT (TH) : 46900(MM)
* TRAVEL HEIGHT (TR) : 39000(MM)
* OVER HEAD (OH) : 4400(MM)
* PIT (PIT) : 3500(MM)
* 비상용 엘리베이터 : YES
* 피트 출입문 SW CABLE 적용
* PDS CABLE 방수 커넥터(KET) 적용

* 층간거리는 하기 참고 할 것
 - 2층(OH) : 4400
 - 1층 : 39000

",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,25900982G0300,HALL CABLE HARNESS,1,FOR GSP,25900982G03,1,"2025.02.11 KDH
아산타워 2-2호기(GT-R+GETM6.0H) 피난운전 인증용
항목 : CABLE(GTxx)
수량 : 1EA
수령인 : 김도현(010-6345-9847)
입고목표 날짜 : 2/25
입고요청일 : 2/11
입고장소 : 충주 서비스부품센터 2층 제어팀",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,25900982G0400,HALL CABLE HARNESS,1,FOR GSP,25900982G04,2,"4) 2024.04.16 RWY 아산타워 1-1A호기 1EA

* CP TO DUCT HOLE (SA) : 5000(MM)
* 기계실 돌림 배관 (SF) : 1500(MM)
* T- CABLE 돌림 배관 (SD) : 3000(MM)
* HALL CABLE HARNESS TT : 8500(MM)
* TOTAL HEIGHT (TH) : 27900(MM)
* TRAVEL HEIGHT (TR) : 20000(MM)
* OVER HEAD (OH) : 4400(MM)
* PIT (PIT) : 3500(MM)
* 비상용 엘리베이터 : YES
* 피트 출입문 SW CABLE 적용
* PDS CABLE 방수 커넥터(KET) 적용

* 층간거리는 하기 참고 할 것
 - 4층(OH) : 4400
 - 3층 : 4000
 - 2층 : 4500
 - 1층 : 11500

5) Rope식 부품공용화 타워설치 자재 (GETM3.5H) ..24.08.20_김학은
 - 입고 요청일: 9/11
 - 입고장소: 충주공장 F02
 - 1 ST

* CP TO DUCT HOLE (SA) : 5250(MM)
* HALL CABLE HARNESS TT : 10150(MM)
* TOTAL HEIGHT (TH) : 98000(MM)
* TRAVEL HEIGHT (TR) : 90000(MM)
* OVER HEAD (OH) : 5500(MM)
* PIT (PIT) : 2500(MM)
* 비상용 엘리베이터 : YES

* 층간거리는 하기 참고 할 것
 - 6층(OH) : 5500
 - 5층 : 36000
 - 4층 : 33000
 - 3층 : 4000
 - 3층 이하: 17000",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,25900982G0600,HALL CABLE HARNESS,1,FOR GSP,25900982G06,1,"[중국법인 타워설치용_GETM6.0H]_24.09.11 NHC
 - 기종 : GTLX-R, 30kW 일반형
 - 입고요청일 : 09/11
 - 입고날짜 : 09/25
 - 입고장소 : 충주 서비스부품센터 2층 제어팀
 - 신규수량 : 1EA
 - 담당자 : 노휘찬 (010-7363-9400)
 - SPEC :
* CP TO DUCT HOLE (SA) : 5250(MM)
* T- CABLE 돌림 배관 (SD) : 2850(MM)
* HALL CABLE HARNESS TT : 11650(MM)
* TOTAL HEIGHT (TH) : 42000(MM)
* TRAVEL HEIGHT (TR) : 31500(MM)
* OVER HEAD (OH) : 7000(MM)
* PIT (PIT) : 3500(MM)
* 비상용 엘리베이터 : YES
* HA (통신) = 3500mm로 제작
* T-CABLE (FOR 무게보상 및 SPARE)는 HARNESS 없이 날선처리할것
* 피트 출입문 SW CABLE 적용",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,25900983G0100,CABLE ASSY,0,LP PHONE JUNCTION CABLE,25900983G01,4,"2) 2024.04.16 RWY 아산타워 1-1B호기 1EA

FOR MAIN OPB

3) 2024.04.16 RWY 아산타워 1-2A호기 1EA

FOR MAIN OPB

5) Rope식 부품공용화 타워설치 자재 (GETM3.5H) ..24.08.20_김학은
 - 입고 요청일: 9/11
 - 입고장소: 충주공장 F02

======================================
[중국법인 타워설치용_GETM6.0H]_24.09.11 NHC
 - 기종 : GTLX-R, 30kW 일반형
 - 입고요청일 : 09/11
 - 입고날짜 : 09/25
 - 입고장소 : 충주 서비스부품센터 2층 제어팀
 - 수량 : 3EA > 4EA (1EA 추가)
 - 담당자 : 노휘찬 (010-7363-9400)
 - SPEC :
FOR MAIN OPB",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,25900984G0100,CABLE ASSY,0,LP PHONE OPB BUTTON CABLE,25900984G01,4,"2) 2024.04.16 RWY 아산타워 1-1B호기 1EA

3) 2024.04.16 RWY 아산타워 1-2A호기 1EA

5) Rope식 부품공용화 타워설치 자재 (GETM3.5H) ..24.08.20_김학은
 - 입고 요청일: 9/11
 - 입고장소: 충주공장 F02
 - 1 ST

.======================================
[중국법인 타워설치용_GETM6.0H]_24.09.11 NHC
 - 기종 : GTLX-R, 30kW 일반형
 - 입고요청일 : 09/11
 - 입고날짜 : 09/25
 - 입고장소 : 충주 서비스부품센터 2층 제어팀
 - 수량 : 3EA > 4EA (1EA 추가)
 - 담당자 : 노휘찬 (010-7363-9400)",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,25900987G0100,PIT CABLE HARNESS,1,FOR GSP,25900987G01,6,"1) 2024.04.16 RWY 아산타워 9-2호기 1EA

2) 2024.04.16 RWY 아산타워 1-1B호기 1EA

3) 2024.04.16 RWY 아산타워 1-2A호기 1EA

4) 2024.04.16 RWY 아산타워 1-1A호기 1EA

5) Rope식 부품공용화 타워설치 자재 (GETM3.5H) ..24.08.20_김학은
 - 입고 요청일: 9/11
 - 입고장소: 충주공장 F02
 - 1 ST

======================================
[중국법인 타워설치용_GETM6.0H]_24.09.11 NHC
 - 기종 : GTLX-R, 30kW 일반형
 - 입고요청일 : 09/11
 - 입고날짜 : 09/25
 - 입고장소 : 충주 서비스부품센터 2층 제어팀
 - 수량 : 5EA > 6EA (1EA 추가)
 - 담당자 : 노휘찬 (010-7363-9400)",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,25901081G0100,CABLE HARNESS,1,"GTLX,GTSS",25901081G01,1,"Rope식 부품공용화 타워설치 자재 (GETM3.5H) ..24.08.20_김학은
 - 입고 요청일: 9/11
 - 입고장소: 충주공장 F02",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,25901112G0100,ELD CABLE ASSY,1,HELD-2020S(7kVA),25901112G01,1,GT제어반 피난호기 인증용_250327,1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,25910235G0500,EDS CABLE ASSY,1,EMERGENCY DOOR CABLE,25910235G05,3,"비상문 분기 케이블 파일럿 테스트용 자재
P1 = 13400
P2 = 7600
INTERLOCK CABLE JUMPER CONNECTOR 3EA 동봉할 것
2025.07.01 C.W.OK",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,25910236G0600,SWITCH ASSY,0,EMERGENCY DOOR SW(EMT-03AL2),25910236G06,1,"[중국법인 타워설치용_GETM6.0H]_24.09.11 NHC
 - 기종 : GTLX-R, 30kW 일반형
 - 입고요청일 : 09/11
 - 입고날짜 : 09/25
 - 입고장소 : 충주 서비스부품센터 2층 제어팀
 - 신규수량 : 1EA
 - 담당자 : 노휘찬 (010-7363-9400)",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,25910237G0100,HARNESS CABLE,0,EMERGENCY DOOR CABLE,25910237G01,3,"비상문 분기 케이블 파일럿 테스트용 자재
2025.07.01 C.W.OK",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,25910237G0200,HARNESS CABLE,0,EMERGENCY DOOR CABLE,25910237G02,1,"[중국법인 타워설치용_GETM6.0H]_24.09.11 NHC
 - 기종 : GTLX-R, 30kW 일반형
 - 입고요청일 : 09/11
 - 입고날짜 : 09/25
 - 입고장소 : 충주 서비스부품센터 2층 제어팀
 - 신규수량 : 1EA
 - 담당자 : 노휘찬 (010-7363-9400)",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,25910266G0200,SWITCH ASSY,0,EMERGENCY DOOR SW (KET),25910266G02,2,"3) 2024.04.16 RWY 아산타워 1-2A호기 1EA

4) 2024.04.16 RWY 아산타워 1-1A호기 1EA",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,25910267G0200,HARNESS CABLE,0,EMERGENCY DOOR CABLE (KET),25910267G02,2,"3) 2024.04.16 RWY 아산타워 1-2A호기 1EA

4) 2024.04.16 RWY 아산타워 1-1A호기 1EA",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,25910269G0100,HARNESS CABLE,0,HOISTWAY LDSW (KET),25910269G01,4,2) 2024.04.16 RWY 아산타워 1-1B호기 4EA,1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,25910270G0500,HARNESS CABLE,0,HOISTWAY LDSW (KET),25910270G05,1,2) 2024.04.16 RWY 아산타워 1-1B호기 1EA,1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,26000004G0600,LAMP,0,"W/MAGNET, ON/OFF SW, LED LAMP, GSP",26000004G06,1,2) 2024.04.16 RWY 아산타워 1-1B호기 1EA,1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,26000074G0500,LAMP,0,"LED TYPE, FOR EMERGENCY, CABLE 5M+3.5M",26000074G05,2,"Rope식 부품공용화 타워설치 자재 (GETM3.5H) ..24.08.20_김학은
 - 입고 요청일: 9/11
 - 입고장소: 충주공장 F02

======================================
[중국법인 타워설치용_GETM6.0H]_24.09.11 NHC
 - 기종 : GTLX-R, 30kW 일반형
 - 입고요청일 : 09/11
 - 입고날짜 : 09/25
 - 입고장소 : 충주 서비스부품센터 2층 제어팀
 - 수량 : 1EA > 2EA (1EA 추가)
 - 담당자 : 노휘찬 (010-7363-9400)",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,26000106G0100,EVACUATION SPEAKER BOX,0,EVACUATION SPEAKER CONTROLLER,26000106G01,1,"2025.02.11 KDH
아산타워 2-2호기(GT-R+GETM6.0H) 피난운전 인증용
항목 : EVACUATION SPEAKER BOX(EVACUATION SPEAKER CONTROLLER)
수량 : 1EA
수령인 : 김도현(010-6345-9847)
입고목표 날짜 : 2/25
입고요청일 : 2/11
입고장소 : 충주 서비스부품센터 2층 제어팀",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,26000112G0200,EMER. LAMP,1,"LED TYPE, GSP",26000112G02,6,"1) 2024.04.16 RWY 아산타워 9-2호기 1EA

2) 2024.04.16 RWY 아산타워 1-1B호기 1EA

3) 2024.04.16 RWY 아산타워 1-2A호기 1EA

4) 2024.04.16 RWY 아산타워 1-1A호기 1EA

5) Rope식 부품공용화 타워설치 자재 (GETM3.5H) ..24.08.20_김학은
 - 입고 요청일: 9/11
 - 입고장소: 충주공장 F02
 - 1 ST

======================================
[중국법인 타워설치용_GETM6.0H]_24.09.11 NHC
 - 기종 : GTLX-R, 30kW 일반형
 - 입고요청일 : 09/11
 - 입고날짜 : 09/25
 - 입고장소 : 충주 서비스부품센터 2층 제어팀
 - 수량 : 5EA > 6EA (1EA 추가)
 - 담당자 : 노휘찬 (010-7363-9400)",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,26000122G0100,LAMP,0,"GSP, 15W LED",26000122G01,6,"1) 2024.04.16 RWY 아산타워 9-2호기 1EA

2) 2024.04.16 RWY 아산타워 1-1B호기 1EA

3) 2024.04.16 RWY 아산타워 1-2A호기 1EA

4) 2024.04.16 RWY 아산타워 1-1A호기 1EA

5) Rope식 부품공용화 타워설치 자재 (GETM3.5H) ..24.08.20_김학은
 - 입고 요청일: 9/11
 - 입고장소: 충주공장 F02
 - 1 ST

======================================
[중국법인 타워설치용_GETM6.0H]_24.09.11 NHC
 - 기종 : GTLX-R, 30kW 일반형
 - 입고요청일 : 09/11
 - 입고날짜 : 09/25
 - 입고장소 : 충주 서비스부품센터 2층 제어팀
 - 수량 : 5EA > 6EA (1EA 추가)
 - 담당자 : 노휘찬 (010-7363-9400)",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,26000122G0200,LAMP,0,"GSP, 15W LED",26000122G02,11,"1) 2024.04.16 RWY 아산타워 9-2호기 1EA

2) 2024.04.16 RWY 아산타워 1-1B호기 2EA

3) 2024.04.16 RWY 아산타워 1-2A호기 2EA

4) 2024.04.16 RWY 아산타워 1-1A호기 2EA

5) Rope식 부품공용화 타워설치 자재 (GETM3.5H) ..24.08.20_김학은
 - 입고 요청일: 9/11
 - 입고장소: 충주공장 F02
 - 2 ST

.======================================
[중국법인 타워설치용_GETM6.0H]_24.09.11 NHC
 - 기종 : GTLX-R, 30kW 일반형
 - 입고요청일 : 09/11
 - 입고날짜 : 09/25
 - 입고장소 : 충주 서비스부품센터 2층 제어팀
 - 수량 : 9EA > 11EA (2EA 추가)
 - 담당자 : 노휘찬 (010-7363-9400)",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,26000122G0300,LAMP,0,"GSP, 15W LED",26000122G03,6,"1) 2024.04.16 RWY 아산타워 9-2호기 1EA

2) 2024.04.16 RWY 아산타워 1-1B호기 1EA

3) 2024.04.16 RWY 아산타워 1-2A호기 1EA

4) 2024.04.16 RWY 아산타워 1-1A호기 1EA

5) Rope식 부품공용화 타워설치 자재 (GETM3.5H) ..24.08.20_김학은
 - 입고 요청일: 9/11
 - 입고장소: 충주공장 F02
 - 1ST

.======================================
[중국법인 타워설치용_GETM6.0H]_24.09.11 NHC
 - 기종 : GTLX-R, 30kW 일반형
 - 입고요청일 : 09/11
 - 입고날짜 : 09/25
 - 입고장소 : 충주 서비스부품센터 2층 제어팀
 - 수량 : 5EA > 6EA (1EA 추가)
 - 담당자 : 노휘찬 (010-7363-9400)",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,26000122G0500,CABLE ASSY,0,"GSP, LAMP JUMPER CABLE",26000122G05,5,"2) 2024.04.16 RWY 아산타워 1-1B호기 1EA

3) 2024.04.16 RWY 아산타워 1-2A호기 1EA

4) 2024.04.16 RWY 아산타워 1-1A호기 1EA

5) Rope식 부품공용화 타워설치 자재 (GETM3.5H) ..24.08.20_김학은
 - 입고 요청일: 9/11
 - 입고장소: 충주공장 F02
 - 1 ST

======================================
[중국법인 타워설치용_GETM6.0H]_24.09.11 NHC
 - 기종 : GTLX-R, 30kW 일반형
 - 입고요청일 : 09/11
 - 입고날짜 : 09/25
 - 입고장소 : 충주 서비스부품센터 2층 제어팀
 - 수량 : 4EA > 5EA (1EA 추가)
 - 담당자 : 노휘찬 (010-7363-9400)",1
