VERSION,HOUID,DOUID,NO,ADDR,SPEC1,CON1,SPEC2,CON2,SPEC3,CON3,SPEC4,CON4,SPEC5,CON5,SPEC6,CON6,SPEC7,CON7,SPEC8,CON8,SPEC9,CON9,SPEC10,CON10,SPEC11,CON11,SPEC12,CON12,SPEC13,CON13,SPEC14,CON14,SPEC15,CON15,SPEC16,CON16,SPEC17,CON17,SPEC18,CON18,SPEC19,CON19,SPEC20,CON20,KEY1,VAL1,KEY2,VAL2,KEY3,VAL3,KEY4,VAL4,KEY5,VAL5,KEY6,VAL6,KEY7,VAL7,KEY8,VAL8,KEY9,VAL9,KEY10,VAL10,KEY11,VAL11,KEY12,VAL12,KEY13,VAL13,KEY14,VAL14,KEY15,VAL15,KEY16,VAL16,KEY17,VAL17,KEY18,VAL18,KEY19,VAL19,KEY20,VAL20,GOTO,REMARKS,SPEC21,CON21,SPEC22,CON22,SPEC23,CON23,SPEC24,CON24,SPEC25,CON25,SPEC26,CON26,SPEC27,CON27,SPEC28,CON28,SPEC29,CON29,SPEC30,CON30
44,1292445,91651381,116,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,3,EL_EPP,">=550,<=700",EL_DREUSE,Y,EL_ECWTP,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,교체 후락/교체 횡락(LH),,,,,,,,,,,,,,,,,,,,
44,1292445,91651382,117,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,3,EL_EPP,">700,<=900",EL_DREUSE,Y,EL_ECWTP,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,교체 후락/교체 횡락(LH),,,,,,,,,,,,,,,,,,,,
44,1292445,91651383,118,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,3,EL_EPP,">900,<=1250",EL_DREUSE,Y,EL_ECWTP,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,교체 후락/교체 횡락(LH),,,,,,,,,,,,,,,,,,,,
44,1292445,91651384,119,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,3,EL_EPP,">1250,<=1500",EL_DREUSE,Y,EL_ECWTP,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,교체 후락/교체 횡락(LH),,,,,,,,,,,,,,,,,,,,
44,1292445,91651385,120,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,3,EL_EPP,">=550,<=700",EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,90,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,교체 후락/교체 횡락(LH),,,,,,,,,,,,,,,,,,,,
44,1292445,91651386,121,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,3,EL_EPP,">700,<=900",EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,90,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,교체 후락/교체 횡락(LH),,,,,,,,,,,,,,,,,,,,
44,1292445,91651387,122,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,3,EL_EPP,">900,<=1250",EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,90,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,교체 후락/교체 횡락(LH),,,,,,,,,,,,,,,,,,,,
44,1292445,91651388,123,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,3,EL_EPP,">1250,<=1500",EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,90,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,교체 후락/교체 횡락(LH),,,,,,,,,,,,,,,,,,,,
44,1292445,91651389,124,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,3,EL_EPP,">=550,<=700",EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,교체 후락/교체 횡락(LH),,,,,,,,,,,,,,,,,,,,
44,1292445,91651390,125,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,3,EL_EPP,">700,<=900",EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,교체 후락/교체 횡락(LH),,,,,,,,,,,,,,,,,,,,
44,1292445,91651391,126,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,3,EL_EPP,">900,<=1250",EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,교체 후락/교체 횡락(LH),,,,,,,,,,,,,,,,,,,,
44,1292445,91651392,127,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,3,EL_EPP,">1250,<=1500",EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,교체 후락/교체 횡락(LH),,,,,,,,,,,,,,,,,,,,
44,1292445,91651393,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1292445,91651394,129,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,3,EL_EPP,">=550,<=700",EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,SR,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,교체 횡락(RH),,,,,,,,,,,,,,,,,,,,
44,1292445,91651395,130,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,3,EL_EPP,">700,<=900",EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,SR,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,교체 횡락(RH),,,,,,,,,,,,,,,,,,,,
44,1292445,91651396,131,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,3,EL_EPP,">900,<=1250",EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,SR,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,교체 횡락(RH),,,,,,,,,,,,,,,,,,,,
44,1292445,91651397,132,,EL_ATYP,GTLX_E,EL_ETM,GH15SA,EL_ERPW,3,EL_EPP,">1250,<=1500",EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,SR,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311684G2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,교체 횡락(RH),,,,,,,,,,,,,,,,,,,,
44,1292445,91651398,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1292445,91651399,134,,EL_ATYP,GTLX_E,EL_ETM,GH25SC,EL_EPP,">=700,<=1500",EL_DREUSE,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311441G0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,신규 사선횡락/후락,,,,,,,,,,,,,,,,,,,,
44,1292445,91651400,135,,EL_ATYP,GTLX_E,EL_ETM,GH25SC,EL_EPP,">=700,<=1500",EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,!90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311441G0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,교체 사선횡락,,,,,,,,,,,,,,,,,,,,
44,1292445,91651401,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1292445,91651402,137,,EL_ATYP,GTLX_E,EL_ETM,GH25SC,EL_EPP,">=700,<=1500",EL_DREUSE,Y,EL_ECWTP,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311441G0200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,교체 후락,,,,,,,,,,,,,,,,,,,,
44,1292445,91651403,138,,EL_ATYP,GTLX_E,EL_ETM,GH25SC,EL_EPP,">=700,<=1500",EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10311441G0200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,교체 후락,,,,,,,,,,,,,,,,,,,,
44,1292445,91651404,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1292445,91651405,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1292445,91651406,141,,EL_ATYP,,EL_ETM,",?GT17?,?GT25?,?GT35?",EL_EMFD,90,EL_DPO,!(RG),EL_DTMDP,",A,B",EL_EMCBD,!SH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10310380G0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1292445,91651407,142,,EL_ATYP,,EL_ETM,",?GT17?,?GT35?",EL_EMFD,90,EL_DPO,!(RG),EL_DTMDP,",A,B",EL_EMCBD,SH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10310380G0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1292445,91651408,143,,EL_ATYP,,EL_ETM,?GT25?,EL_EMFD,90,EL_DPO,!(RG),EL_DTMDP,",A,B",EL_EMCBD,SH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,V0027297G0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1292445,91651409,144,,EL_ATYP,,EL_ETM,",?GT17?,?GT25?,?GT35?",EL_EMFD,",SL,SR",EL_DPO,!(RG),EL_DTMDP,",A,B",EL_EMCBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10310380G0200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1292445,91651410,145,,EL_ATYP,,EL_ETM,",?GT50?,?GT70?,?GT71?",EL_EMFD,",SL,SR",EL_DPO,,EL_DTMDP,",A,B",EL_EMCBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10310380G0300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1292445,91651411,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1292445,91651412,147,PICK3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1292445,91651413,148,,EL_ATYP,GTLX,EL_ETM,",?GH15?,?GH25?,?GH15S?,?GH25S?",EL_DREUSE,N,,,EL_ECWTP,!R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_3,10310082G0100,EL_PA103A03_4,10310082G0200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1292445,91651414,149,,EL_ATYP,,EL_ETM,",?GT50?,?GT70?,?GT71?",EL_EMFD,,EL_DTMDP,",A,B",EL_ECWTP,R,EL_EMCBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_3,10300421G0300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1292445,91651415,150,,EL_ATYP,,EL_ETM,",?GT50?,?GT70?,?GT71?",EL_EMFD,90,EL_DTMDP,",A,B",EL_ECWTP,",R/L,R/R",EL_EMCBD,SH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_3,10300421G0300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1304784,101931670,1,INIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1304784,101931671,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CALL,CAL_NG550_CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NG550_CS,,,,,,,,,,,,,,,,,,,,
45,1304784,101931672,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CALL,CAL_FIRST_DATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FIRST_DATE,,,,,,,,,,,,,,,,,,,,
45,1304784,101931673,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUTPUT,EL_PA103A03_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A103A03_1 : PULL BOX ASSY,,,,,,,,,,,,,,,,,,,,
45,1304784,101931674,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1304784,101931675,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUTPUT,EL_PA103A03_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A103A03_2 : MC FOUNDATION COVER,,,,,,,,,,,,,,,,,,,,
45,1304784,101931676,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1304784,101931677,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUTPUT,EL_PA103A03_3,OUTPUT,EL_PA103A03_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A103A03_3 : SUPPORT BEAM (CAR HITCH측),,,,,,,,,,,,,,,,,,,,
45,1304784,101931678,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_3,,EL_PA103A03_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A103A03_4 : SUPPORT BEAM (CWT HITCH측),,,,,,,,,,,,,,,,,,,,
45,1304784,101931679,10,MAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1304784,101931680,11,,EL_ATYP,",GTLX,GTLX_E",EL_ETM,?GH?,FIRST_DATE,<=20230806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_1,10101604G0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1304784,101931681,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1304784,101931682,13,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,N,EL_ECWTP,R,,,EL_ETM,",GH15A,GH15B,GH25C,GH25D,GH15SA,GH15SB,GH25SC,GH25SD",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">=500,<=600",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G01,,,,,,,,,,,,,,,,,,,,
45,1304784,101931683,14,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,N,EL_ECWTP,R,,,EL_ETM,",GH15A,GH15B,GH25C,GH25D,GH15SA,GH15SB,GH25SC,GH25SD",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">600,<=700",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G01,,,,,,,,,,,,,,,,,,,,
45,1304784,101931684,15,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,N,EL_ECWTP,R,,,EL_ETM,",GH15A,GH15B,GH25C,GH25D,GH15SA,GH15SB,GH25SC,GH25SD",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">700,<=800",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G01,,,,,,,,,,,,,,,,,,,,
45,1304784,101931685,16,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,N,EL_ECWTP,R,,,EL_ETM,",GH15A,GH15B,GH25C,GH25D,GH15SA,GH15SB,GH25SC,GH25SD",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">800,<=900",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G01,,,,,,,,,,,,,,,,,,,,
45,1304784,101931686,17,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,N,EL_ECWTP,R,,,EL_ETM,",GH15A,GH15B,GH25C,GH25D,GH15SA,GH15SB,GH25SC,GH25SD",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">900,<=1000",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G01,,,,,,,,,,,,,,,,,,,,
45,1304784,101931687,18,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,N,EL_ECWTP,R,,,EL_ETM,",GH15A,GH15B,GH25C,GH25D,GH15SA,GH15SB,GH25SC,GH25SD",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">1000,<=1100",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G01,,,,,,,,,,,,,,,,,,,,
45,1304784,101931688,19,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,N,EL_ECWTP,R,,,EL_ETM,",GH15A,GH15B,GH25C,GH25D,GH15SA,GH15SB,GH25SC,GH25SD",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">1100,<=1200",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G01,,,,,,,,,,,,,,,,,,,,
45,1304784,101931689,20,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,N,EL_ECWTP,R,,,EL_ETM,",GH15A,GH15B,GH25C,GH25D,GH15SA,GH15SB,GH25SC,GH25SD",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">1200,<=1300",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G01,,,,,,,,,,,,,,,,,,,,
45,1304784,101931690,21,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,N,EL_ECWTP,R,,,EL_ETM,",GH15A,GH15B,GH25C,GH25D,GH15SA,GH15SB,GH25SC,GH25SD",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">1300,<=1400",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G01,,,,,,,,,,,,,,,,,,,,
45,1304784,101931691,22,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,N,EL_ECWTP,R,,,EL_ETM,",GH15A,GH15B,GH25C,GH25D,GH15SA,GH15SB,GH25SC,GH25SD",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">1400,<=1500",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G01,,,,,,,,,,,,,,,,,,,,
45,1304784,101931692,23,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,N,EL_ECWTP,R,,,EL_ETM,",GH25A,GH25B,GH25SA,GH25SB",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">=500,<=600",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G02,,,,,,,,,,,,,,,,,,,,
45,1304784,101931693,24,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,N,EL_ECWTP,R,,,EL_ETM,",GH25A,GH25B,GH25SA,GH25SB",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">600,<=700",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G02,,,,,,,,,,,,,,,,,,,,
45,1304784,101931694,25,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,N,EL_ECWTP,R,,,EL_ETM,",GH25A,GH25B,GH25SA,GH25SB",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">700,<=800",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G02,,,,,,,,,,,,,,,,,,,,
45,1304784,101931695,26,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,N,EL_ECWTP,R,,,EL_ETM,",GH25A,GH25B,GH25SA,GH25SB",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">800,<=900",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G02,,,,,,,,,,,,,,,,,,,,
45,1304784,101931696,27,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,N,EL_ECWTP,R,,,EL_ETM,",GH25A,GH25B,GH25SA,GH25SB",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">900,<=1000",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G02,,,,,,,,,,,,,,,,,,,,
45,1304784,101931697,28,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,N,EL_ECWTP,R,,,EL_ETM,",GH25A,GH25B,GH25SA,GH25SB",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">1000,<=1100",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G02,,,,,,,,,,,,,,,,,,,,
45,1304784,101931698,29,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,N,EL_ECWTP,R,,,EL_ETM,",GH25A,GH25B,GH25SA,GH25SB",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">1100,<=1200",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G02,,,,,,,,,,,,,,,,,,,,
