PARENTNO,PROD_STATUS,PROD_MODDATE,BRAND,GISONG,ASPSCD,SPEED,CAPA,PARTNO,PARTNAME,SPEC,PART_QTY,CMT,BLOCKNO
N28726L04,RLS,2026-06-04,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N28740L01,RLS,2026-06-19,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",0,,B120B03
213436L44,RLS,2026-08-12,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",12,,B120B03
213436L51,RLS,2026-08-07,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",12,,B120B03
213436L52,RLS,2026-08-07,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",12,,B120B03
213436L54,RLS,2026-08-07,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
213436L56,RLS,2026-08-13,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",12,,B120B03
E15864L11,RLS,2026-08-19,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",0,,B120B03
N28566L01,RLS,2026-06-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N28566L02,RLS,2026-06-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
214534L01,RLS,2026-06-12,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N28815L03,RLS,2026-09-03,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",5,,B120B03
N28804L01,RLS,2026-06-17,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N28601L01,RLS,2026-07-07,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
E15864L16,RLS,2026-08-06,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",30,,B120B03
212691L14,RLS,2026-07-06,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",0,,B120B03
214136L01,RLS,2026-07-08,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N29142L12,RLS,2026-07-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N28901L01,RLS,2026-08-31,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N28901L02,RLS,2026-08-31,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N28901L20,RLS,2026-08-31,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N28901L23,RLS,2026-08-31,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
212447L01,RLS,2026-09-09,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
212447L02,RLS,2026-09-09,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N28738L09,RLS,2026-09-02,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N09993L16,RLS,2026-08-10,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N09993L18,RLS,2026-08-11,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
214801L01,RLS,2026-08-18,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N28985L09,RLS,2026-09-02,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",14,,B120B03
N28985L10,RLS,2026-09-02,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",14,,B120B03
N29281L03,RLS,2026-08-28,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N29281L04,RLS,2026-08-28,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N29173L02,RLS,2026-09-01,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N28954L03,WIP,2026-09-08,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",5,,B120B03
N28954L04,WIP,2026-09-08,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",5,,B120B03
N29360L03,RLS,2026-09-09,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N29360L06,RLS,2026-09-09,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N29360L12,RLS,2026-09-09,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
214446L01,RLS,2026-09-03,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
210244L03,RLS,2026-09-09,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",5,,B120B03
214740L01,RLS,2026-09-08,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
211383L72,WIP,2026-09-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",30,,B120B03
213322L21,RLS,2026-09-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000166G0100,BALANCE WEIGHT,"FC150, 10KG",30,,B120B03
N28671L01,RLS,2026-05-27,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",5,,B120B03
N28671L02,RLS,2026-05-27,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",5,,B120B03
N28671L03,RLS,2026-05-27,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",5,,B120B03
213463L07,RLS,2026-08-19,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G020A,BALANCE WEIGHT,"CONCRETE,10kg",20,,B120B03
213463L08,RLS,2026-08-19,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G020A,BALANCE WEIGHT,"CONCRETE,10kg",20,,B120B03
213463L12,RLS,2026-08-19,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G020A,BALANCE WEIGHT,"CONCRETE,10kg",20,,B120B03
210342L22,RLS,2026-09-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000067G0100,BALANCE WEIGHT,CONCRETE,30,,B120B03
210342L22,RLS,2026-09-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",0,,B120B03
214034L01,RLS,2026-06-19,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",0,,B120B03
E15884L02,RLS,2026-06-22,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",0,,B120B03
N28646L04,RLS,2026-07-22,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N28622L01,RLS,2026-08-27,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N28327L04,RLS,2026-07-20,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N28830L01,RLS,2026-07-09,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N28085L03,RLS,2026-07-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",6,,B120B03
214133L01,RLS,2026-06-22,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N28754L05,RLS,2026-07-21,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N28754L12,RLS,2026-07-21,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N28754L13,RLS,2026-07-21,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N28754L14,RLS,2026-07-21,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N28754L15,RLS,2026-07-21,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N28754L29,RLS,2026-07-21,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N28754L30,RLS,2026-07-21,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N28754L31,RLS,2026-07-21,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N28754L33,RLS,2026-07-21,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N28754L34,RLS,2026-07-21,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N28754L35,RLS,2026-07-21,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N28754L36,RLS,2026-07-21,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N28754L37,RLS,2026-07-21,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N28754L38,RLS,2026-07-21,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
214128L01,RLS,2026-07-01,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
214242L01,RLS,2026-09-15,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
214605L01,RLS,2026-07-01,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
214252L01,RLS,2026-08-04,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
214901L01,RLS,2026-07-09,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N28853L02,RLS,2026-09-02,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
214584L01,RLS,2026-07-21,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N29374L04,RLS,2026-09-01,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,3,,B120B03
N29374L04,RLS,2026-09-01,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000284G0100,BALANCE WEIGHT,CONCRETE,2,,B120B03
N29248L01,RLS,2026-08-31,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N29248L08,RLS,2026-08-27,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N28377L01,RLS,2026-09-01,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N29106L11,RLS,2026-08-25,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N29106L13,RLS,2026-08-25,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N29106L15,RLS,2026-08-25,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N29106L16,RLS,2026-08-25,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N29014L16,RLS,2026-09-01,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
213438L01,RLS,2026-08-24,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N29345L01,RLS,2026-09-10,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N29285L01,RLS,2026-09-14,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G020A,BALANCE WEIGHT,"CONCRETE,10kg",8,,B120B03
N29285L03,RLS,2026-09-14,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G020A,BALANCE WEIGHT,"CONCRETE,10kg",8,,B120B03
213888L01,RLS,2026-08-31,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
215148L01,RLS,2026-09-03,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
215003L01,RLS,2026-09-03,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
E15990L01,RLS,2026-09-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",8,,B120B03
214869L01,RLS,2026-09-14,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",0,,B120B03
213739L01,CRT,2026-09-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N29474L30,WIP,2026-09-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N29524L04,RLS,2026-09-14,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N29524L11,RLS,2026-09-14,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N29524L12,RLS,2026-09-14,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
211283L29,CRT,2026-07-24,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N28205L01,RLS,2026-06-23,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",0,,B120B03
213776L01,RLS,2026-09-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N28862L02,RLS,2026-07-02,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N28902L01,RLS,2026-07-13,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",0,,B120B03
214355L01,RLS,2026-07-13,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",0,,B120B03
212691L09,RLS,2026-07-11,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",0,,B120B03
213737L01,RLS,2026-09-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
213667L01,RLS,2026-07-20,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N29188L01,RLS,2026-08-27,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",0,,B120B03
N28747L01,RLS,2026-07-20,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",6,,B120B03
N29043L04,RLS,2026-07-24,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",5,,B120B03
N29043L11,RLS,2026-09-14,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N29043L17,RLS,2026-07-24,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N28354L01,RLS,2026-08-09,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",0,,B120B03
213489L03,RLS,2026-08-24,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",25,,B120B03
213489L04,RLS,2026-08-24,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",25,,B120B03
213497L03,RLS,2026-07-24,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",0,,B120B03
213497L04,RLS,2026-07-24,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",0,,B120B03
N28964L04,RLS,2026-09-03,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N28964L05,RLS,2026-09-03,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N28964L10,RLS,2026-09-03,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N28955L03,RLS,2026-08-07,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N29002L01,RLS,2026-09-04,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",5,,B120B03
N29202L01,RLS,2026-08-28,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",0,,B120B03
N29235L01,RLS,2026-08-27,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N29235L02,RLS,2026-09-02,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N29235L05,RLS,2026-08-27,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N29235L06,RLS,2026-09-02,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N29235L10,RLS,2026-09-02,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N29235L11,RLS,2026-09-02,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
211383L92,RLS,2026-09-07,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,121C0218G0100,BALANCE WEIGHT,CONCRETE,4,,B120B03
211383L92,RLS,2026-09-07,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12000284G0100,BALANCE WEIGHT,CONCRETE,5,,B120B03
N29301L03,RLS,2026-09-03,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N29226L01,RLS,2026-08-27,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",5,,B120B03
N29226L02,RLS,2026-08-27,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",5,,B120B03
N29226L04,RLS,2026-08-27,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",5,,B120B03
N29226L06,RLS,2026-08-27,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",5,,B120B03
N29226L08,RLS,2026-08-27,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",5,,B120B03
N29226L09,RLS,2026-08-27,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",5,,B120B03
N29184L02,RLS,2026-09-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N29184L06,RLS,2026-09-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N29184L08,RLS,2026-09-16,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg",7,,B120B03
N29014L02,RLS,2026-09-01,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
N29014L08,RLS,2026-09-01,미등록/기타,미등록/기타,미등록/기타,미등록/기타,미등록/기타,C12011121G010A,BALANCE WEIGHT,"CONCRETE,10kg,G/S",7,,B120B03
