PARTNO,PARTNAME,SPEC,CMT,HOGI_CNT,ITEM_CNT
18110824G4100,SUBWEIGHT,"CONCRETE(3.2),30kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 30 EA / 2차 입고수량 : 10 EA",5,5
18110414G9100,SUBWEIGHT,"SS400,30kg","""* 09/17 변경.
- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=815 (35/BG-160/35 -> 50/715/50 로 변경), SW=120, SC=SE=105""
",5,5
C18110824G2300,SUBWEIGHT,"CONCRETE(3.2),30kg,G/S",- SPRAY COLOR : BLACK,5,5
18110825G4100,SUBWEIGHT,"CONCRETE(5.2),40kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 35 EA / 2차 입고수량 : 3 EA",5,5
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=1125 (35/BG-160/35 -> 65/995/65 로 변경), SW=235, SC=SE=160",5,5
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=810 (35/BG-160/35 -> 45/720/45 로 변경), SW=170, SC=SE=95",5,5
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=1130 (35/BG-160/35 -> 50/1030/50 로 변경), SW=225, SC=SE=170",5,5
18110414G2100,SUBWEIGHT,"SS400,30kg","
- 1차 입고수량 : 107 EA / 2차 입고수량 : 8 EA",5,5
18110414G1500,SUBWEIGHT,"SS400,30kg",- 1차 입고수량 : 48 EA / 2차 입고수량 : 9 EA,5,5
18110824G410A,SUBWEIGHT,"CONCRETE(3.2),30kg","- SPRAY COLOR : BLACK
- 1차 입고수량 : 38 EA / 2차 입고수량 : 13 EA",5,5
18110299G0300,SUBWEIGHT,"FC,25kg/EA",WEIGHT 재고 소진.,5,5
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=710 (35/BG-160/35 -> 45/620/45 로 변경), SW=170, SC=SE=70",5,5
C181P003765,SUBWEIGHT,"Q235,17KG,BLACK",- SPRAY COLOR : BLACK,5,5
18110412G2100,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 45 EA / 2차 입고수량 : 9 EA",5,5
C181P004233,SUBWEIGHT,24kg,- SPRAY COLOR : BLACK,5,5
VC003831G9300,SUBWEIGHT,"SS400,20kg",*VC864H01L05 형상대로 60kg 제작바랍니다(개당 20kg 내외로 제작바랍니다).,5,5
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=1135 (35/BG-160/35 -> 55/1025/55 로 변경), SW=125, SC=SE=70",5,5
C181P004234,SUBWEIGHT,23kg,- SPRAY COLOR : BLACK,5,5
18110414G9100,SUBWEIGHT,"SS400,30kg","*2026.03.10 추가 수량+6
- [BG-90]=925 (35/BG-160/35 -> 50/825/50 로 변경), SW=170, SC=SE=65 [6EA]
====================================================
- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=725 (35/BG-160/35 -> 50/625/50 로 변경), SW=170, SC=SE=65",5,5
18110825G2700,SUBWEIGHT,"CONCRETE(5.2),30kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 47 EA / 2차 입고수량 : 8 EA",5,5
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=845 (35/BG-160/35 -> 55/735/55 로 변경), SW=170, SC=SE=120",5,5
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=1100 (35/BG-160/35 -> 55/990/55 로 변경), SW=240, SC=SE=95",5,5
VC003831G9300,SUBWEIGHT,"SS400,20kg","- MATERIAL : SS400, WEIGHT : 20kg/EA
- [BG-90]=920 (35/BG-160/35 -> 50/820/50 로 변경), SW=170, SC=SE=70
",5,5
C181P004281,SUBWEIGHT,28.5kg,- SPRAY COLOR : BLACK,5,5
VC003831G9300,SUBWEIGHT,"SS400,20kg","- MATERIAL : SS400, WEIGHT : 20kg/EA
- SIZE : 18110412G21 치수 적용
",5,5
18110824G4100,SUBWEIGHT,"CONCRETE(3.2),30kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 45 EA / 2차 입고수량 : 10 EA",5,5
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=1110 (35/BG-160/35 -> 40/1030/40 로 변경), SW=220, SC=SE=165",5,5
VC003831G9300,SUBWEIGHT,"SS400,20kg","- MATERIAL : SS400, WEIGHT : 20kg/EA
- A=930, [A-70]=820 적용, C=E=90, B=180",5,5
18110412G2100,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 39 EA / 2차 입고수량 : 13 EA",5,5
18110414G2100,SUBWEIGHT,"SS400,30kg","
- 1차 입고수량 : 93 EA / 2차 입고수량 : 7 EA",5,5
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=1140 (35/BG-160/35 -> 55/1030/55 로 변경), SW=225, SC=SE=170",5,5
18110825G4300,SUBWEIGHT,"CONCRETE(5.2),40kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 49 EA / 2차 입고수량 : 11 EA",5,5
18110349G0300,SUBWEIGHT,"FC,7.25E-6kg/mm^3,40KG/EA",,5,5
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=795 (35/BG-160/35 -> 40/715/40 로 변경), SW=165, SC=SE=70",5,5
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=1005 (35/BG-160/35 -> 40/925/40 로 변경), SW=220, SC=SE=115",5,5
18110412G2100,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 27 EA / 2차 입고수량 : 5 EA",5,5
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]= (35/BG-160/35 -> 55/995/55 로 변경), SC=SE=95, SW=250, G=최소 비중 7 맞출것.",5,5
18110298G1100,SUBWEIGHT,"SS400,20kg/EA",,5,5
18110286G1800,SUBWEIGHT,"CONCRETE,3.6E-6kg/mm^3,40KG/EA","
- 1차 입고수량 : 43 EA / 2차 입고수량 : 5 EA",5,5
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=835 (35/BG-160/35 -> 55/725/55 로 변경), SW=170, SC=SE=120",4,4
18110824G4100,SUBWEIGHT,"CONCRETE(3.2),30kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 35 EA / 2차 입고수량 : 11 EA",4,4
18110825G3100,SUBWEIGHT,"CONCRETE(5.2),30kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 49 EA / 2차 입고수량 : 2 EA",4,4
18110414G2100,SUBWEIGHT,"SS400,30kg","
- 1차 입고수량 : 86 EA / 2차 입고수량 : 14 EA",4,4
18110825G3900,SUBWEIGHT,"CONCRETE(5.2),30kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 9 EA / 2차 입고수량 : 8 EA",4,4
18110340G0900,SUBWEIGHT,"SHIP,FC15,15kg",,4,4
18110825G4100,SUBWEIGHT,"CONCRETE(5.2),40kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 30 EA / 2차 입고수량 : 7 EA",4,4
18110824G410A,SUBWEIGHT,"CONCRETE(3.2),30kg","- SPRAY COLOR : BLACK
- 1차 입고수량 : 50 EA / 2차 입고수량 : 2 EA",4,4
18110412G2100,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 48 EA / 2차 입고수량 : 12 EA",4,4
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=910 (35/BG-160/35 -> 40/830/40 로 변경), SW=125, SC=SE=70",4,4
18110824G4100,SUBWEIGHT,"CONCRETE(3.2),30kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 40 EA / 2차 입고수량 : 4 EA",4,4
18110412G0900,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 19 EA / 2차 입고수량 : 2 EA",4,4
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=890 (35/BG-160/35 -> 55/780/55 로 변경), SW=200, SC=SE=115",4,4
18110412G2100,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 43 EA / 2차 입고수량 : 5 EA",4,4
18110824G410A,SUBWEIGHT,"CONCRETE(3.2),30kg","- SPRAY COLOR : BLACK
- 1차 입고수량 : 33 EA / 2차 입고수량 : 7 EA",4,4
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=920 (35/BG-160/35 -> 50/820/50 로 변경), SW=175, SC=SE=80",4,4
18110413G0900,SUBWEIGHT,"FC,30kg","
- 1차 입고수량 : 58 EA / 2차 입고수량 : 10 EA",4,4
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=805 (35/BG-160/35 -> 40/725/40 로 변경), SW=150, SC=SE=65",4,4
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=1105 (35/BG-160/35 -> 55/995/55 로 변경), SW=180, SC=SE=95",4,4
18110286G4400,SUBWEIGHT (COMPOUND),"CONCRETE,2.6E-6kg/mm^3,40KG/EA",,4,4
18110412G0500,SUBWEIGHT,"CONCRETE,30kg",***2026.04.02 자재번호 변경,4,4
18110412G2100,SUBWEIGHT,"CONCRETE,30kg",- 1차 입고수량 : 36 EA / 2차 입고수량 : 10 EA,4,4
18110411G1100,SUBWEIGHT,"CONCRETE,30kg",26.09.08 추가,4,4
18110359G0100,SUBWEIGHT,"CONCRETE,3.6E-6kg/mm^3,25KG/EA",WEIGHT 재고 소진.,4,4
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=925 (35/BG-160/35 -> 65/795/65 로 변경), SW=175, SC=SE=105
- 하기 참조하여 2-D50 HOLES 가공할 것.
  (1) 가로 HOLE 가공 위치 : 212.5/500/212.5
  (2) 세로 HOLE 가공 위치 : 87.5/87.5",4,4
18110414G2100,SUBWEIGHT,"SS400,30kg","
- 1차 입고수량 : 81 EA / 2차 입고수량 : 14 EA",4,4
18110412G2100,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 51 EA / 2차 입고수량 : 13 EA",4,4
C181P004279,SUBWEIGHT,27.5kg,- SPRAY COLOR : BLACK,4,4
18110412G2100,SUBWEIGHT,"CONCRETE,30kg","26.05.08 +8EA 추가

※ 서브웨이트 전용으로 인한 삭제
  211121L01/L13 광주 역세권 청년혁신타운, 서브웨이트",4,4
18110412G0900,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 8 EA / 2차 입고수량 : 1 EA",4,4
C181P004231,SUBWEIGHT,18.5kg,- SPRAY COLOR : BLACK,4,4
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=805 (35/BG-160/35 -> 40/725/40 로 변경), SW=240, SC=SE=175",4,4
18110412G2100,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 26 EA / 2차 입고수량 : 5 EA",4,4
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=1105 (35/BG-160/35 -> 40/1025/40 로 변경), SW=220, SC=SE=170",4,4
18110825G4100,SUBWEIGHT,"CONCRETE(5.2),40kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 57 EA / 2차 입고수량 : 3 EA",4,4
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=1140 (35/BG-160/35 -> 55/1030/55 로 변경), SW=225, SC=SE=165",4,4
18110414G2100,SUBWEIGHT,"SS400,30kg",- 1차 입고수량 : 111 EA / 2차 입고수량 : 4 EA,4,4
18110414G2100,SUBWEIGHT,"SS400,30kg","
- 1차 입고수량 : 112 EA / 2차 입고수량 : 15 EA",4,4
18110412G2100,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 57 EA / 2차 입고수량 : 10 EA",4,4
18110411G1200,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 38 EA / 2차 입고수량 : 3 EA",4,4
18110412G0900,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 11 EA / 2차 입고수량 : 3 EA",4,4
18110825G4100,SUBWEIGHT,"CONCRETE(5.2),40kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 54 EA / 2차 입고수량 : 10 EA",4,4
VC003831G9300,SUBWEIGHT,"SS400,20kg","- VC000472G02 참조하여 작업하되, A=12 → 13 변경적용할것",4,4
18110414G9100,SUBWEIGHT,"SS400,30kg","*18110414G08 (CWT BG.=1000, SW=150) 형상으로 제작바랍니다.",4,4
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=1135 (35/BG-160/35 -> 85/965/85 로 변경), SW=230, SC=SE=150",4,4
18110825G4300,SUBWEIGHT,"CONCRETE(5.2),40kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 17 EA / 2차 입고수량 : 10 EA",4,4
18110825G3900,SUBWEIGHT,"CONCRETE(5.2),30kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 10 EA / 2차 입고수량 : 8 EA",4,4
18110825G4100,SUBWEIGHT,"CONCRETE(5.2),40kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 57 EA / 2차 입고수량 : 8 EA",4,4
VC003831G9300,SUBWEIGHT,"SS400,20kg","MATERIAL : SS400, WEIGHT : 20kg/EA, [제작수량: 2 EA]
- 18100165H02 형상으로 제작할 것
- A=1010, B=150, C=70, E=60  ",4,4
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=825 (35/BG-160/35 -> 50/725/50 로 변경), SW=170, SC=SE=125",4,4
18110825G4100,SUBWEIGHT,"CONCRETE(5.2),40kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 48 EA / 2차 입고수량 : 9 EA",4,4
18110825G4100,SUBWEIGHT,"CONCRETE(5.2),40kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 43 EA / 2차 입고수량 : 9 EA",4,4
18110412G2100,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 41 EA / 2차 입고수량 : 10 EA",4,4
18110854G0200,SUBWEIGHT,"SS400(7.85),34.2kg",,4,4
18110412G1800,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 42 EA / 2차 입고수량 : 15 EA",4,4
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=1140 (35/BG-160/35 -> 55/1030/55 로 변경), SW=220, SC=SE=160",4,4
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=925 (35/BG-160/35 -> 52.5/820/52.5 로 변경), SW=170, SC=SE=70",4,4
18110825G3100,SUBWEIGHT,"CONCRETE(5.2),30kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 39 EA / 2차 입고수량 : 9 EA",4,4
18110412G2100,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 41 EA / 2차 입고수량 : 12 EA",4,4
18110412G2100,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 42 EA / 2차 입고수량 : 10 EA",4,4
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=915 (35/BG-160/35 -> 50/815/50 로 변경), SW=170, SC=SE=65",4,4
18110825G3100,SUBWEIGHT,"CONCRETE(5.2),30kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 38 EA / 2차 입고수량 : 10 EA",4,4
VC003831G9300,SUBWEIGHT,"SS400,20kg","- MATERIAL : SS400, WEIGHT : 20kg/EA
- A=955, A-70=815 적용, C=E=140, B=250 
",4,4
18110825G3000,SUBWEIGHT,"CONCRETE(5.2),30kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 43 EA / 2차 입고수량 : 9 EA",4,4
18100374G0500,SUBWEIGHT,"FC, 7.0x10^-6, 25kg","
- CAR 추가 의장 무게: 0 KG",4,4
18110412G0800,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 17 EA / 2차 입고수량 : 5 EA",4,4
18110414G1700,SUBWEIGHT,"SS400,30kg","
- 1차 입고수량 : 48 EA / 2차 입고수량 : 9 EA",4,4
18110414G0900,SUBWEIGHT,"SS400,30kg","
- 1차 입고수량 : 36 EA / 2차 입고수량 : 12 EA",4,4
18110825G4100,SUBWEIGHT,"CONCRETE(5.2),40kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 56 EA / 2차 입고수량 : 8 EA",4,4
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=1135 (35/BG-160/35 -> 50/1035/50 로 변경), SW=220, SC=SE=170",4,4
18100371G0100,SUBWEIGHT,"CONCRETE, 3.0x10^-6, 25kg","
- CAR 추가 의장 무게: 0 KG",4,4
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=860 (35/BG-160/35 -> 50/760/50 로 변경), SW=170, SC=SE=115",4,4
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=845 (35/BG-160/35 -> 40/765/40 로 변경), SW=150, SC=SE=70",4,4
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=720 (35/BG-160/35 -> 50/620/50 로 변경), SW=140, SC=SE=65",4,4
18110414G2100,SUBWEIGHT,"SS400,30kg","
- 1차 입고수량 : 88 EA / 2차 입고수량 : 11 EA",4,4
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=925 (35/BG-160/35 -> 52.5/820/52.5 로 변경), SW=180, SC=SE=80",4,4
18110412G2100,SUBWEIGHT,"CONCRETE,30kg","	26.05.08 + 8EA 추가
- 1차 입고수량 : 35 EA / 2차 입고수량 : 7 EA",4,4
18110412G1500,SUBWEIGHT,"CONCRETE,30kg","- SPRAY COLOR : BLACK
- 1차 입고수량 : 8 EA / 2차 입고수량 : 8 EA",4,4
18110824G4100,SUBWEIGHT,"CONCRETE(3.2),30kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 36 EA / 2차 입고수량 : 3 EA",4,4
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=1135 (35/BG-160/35 -> 50/1035/50 로 변경), SW=230, SC=SE=170",4,4
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=1130 (35/BG-160/35 -> 50/1030/50 로 변경), SW=220, SC=SE=175",4,4
18110412G2100,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 36 EA / 2차 입고수량 : 13 EA",4,4
18110351G0100,SUBWEIGHT,"TYPE=SS400,30KG",,3,3
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=925 (35/BG-160/35 -> 50/825/50 로 변경), SW=125, SC=SE=70",3,3
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=825 (35/BG-160/35 -> 50/725/50 로 변경), SW=175, SC=SE=120",3,3
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=895 (35/BG-160/35 -> 40/815/40 로 변경), SW=170, SC=SE=70",3,3
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=1145 (35/BG-160/35 -> 55/1035/55 로 변경), SW=220, SC=SE=170",3,3
18110824G380A,SUBWEIGHT,"CONCRETE(3.2),30kg",- SPRAY COLOR : BLACK,3,3
18110412G2100,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 58 EA / 2차 입고수량 : 12 EA",3,3
18110412G2100,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 52 EA / 2차 입고수량 : 14 EA",3,3
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=805 (35/BG-160/35 -> 45/715/45 로 변경), SW=170, SC=SE=95",3,3
VC003831G9300,SUBWEIGHT,"SS400,20kg","- A=1100, 도면상 35->70, [A-70]=960, C=E=160, B=240",3,3
18110824G410A,SUBWEIGHT,"CONCRETE(3.2),30kg","- SPRAY COLOR : BLACK
- 1차 입고수량 : 26 EA / 2차 입고수량 : 14 EA",3,3
18110412G0900,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 2 EA / 2차 입고수량 : 2 EA",3,3
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=1110 (35/BG-160/35 -> 40/1030/40 로 변경), SW=220, SC=SE=170",3,3
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=710 (35/BG-160/35 -> 40/630/40 로 변경), SW=170, SC=SE=70",3,3
18110414G1700,SUBWEIGHT,"SS400,30kg","
- 1차 입고수량 : 34 EA / 2차 입고수량 : 9 EA",3,3
18110412G1400,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 44 EA / 2차 입고수량 : 10 EA",3,3
18110286G4800,SUBWEIGHT,"CONCRETE,3.0E-6kg/mm^3,40KG/EA","
- 1차 입고수량 : 31 EA / 2차 입고수량 : 5 EA",3,3
18110824G4300,SUBWEIGHT,"CONCRETE(3.2),30kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 36 EA / 2차 입고수량 : 3 EA",3,3
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=1105 (35/BG-160/35 -> 40/1025/40 로 변경), SW=130, SC=SE=65",3,3
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=1080 (35/BG-160/35 -> 45/990/45 로 변경), SW=250, SC=SE=95",3,3
18110825G3800,SUBWEIGHT,"CONCRETE(5.2),30kg,G/S",- SPRAY COLOR : BLACK,3,3
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=915 (35/BG-160/35 -> 45/825/45 로 변경), SW=160, SC=SE=90",3,3
18110412G2100,SUBWEIGHT,"CONCRETE,30kg","2026-05-08
1) 18EA 추가",3,3
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=915 (35/BG-160/35 -> 50/815/50 로 변경), SW=185, SC=SE=80",3,3
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=825 (35/BG-160/35 -> 40/745/40 로 변경), SW=170, SC=SE=125",3,3
18110412G2100,SUBWEIGHT,"CONCRETE,30kg",- SPRAY COLOR : BLACK,3,3
18110824G410A,SUBWEIGHT,"CONCRETE(3.2),30kg","- SPRAY COLOR : BLACK
- 1차 입고수량 : 28 EA / 2차 입고수량 : 10 EA",3,3
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=925 (35/BG-160/35 -> 50/825/50 로 변경), SW=200, SC=SE=70",3,3
18110286G0900,SUBWEIGHT,"CONCRETE,4.6E-6kg/mm^3,40KG/EA",※ 대체 서브웨이트 추가(첨부메일 참고),3,3
18110825G3100,SUBWEIGHT,"CONCRETE(5.2),30kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 52 EA / 2차 입고수량 : 2 EA",3,3
18110299G0300,SUBWEIGHT,"FC,25kg/EA",,3,3
18110412G2100,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 57 EA / 2차 입고수량 : 11 EA",3,3
18110412G2100,SUBWEIGHT,"CONCRETE,30kg",※ 18110286G0900로 대체 (현진아 매니저님 요청),3,3
18110413G0100,SUBWEIGHT,"FC,30kg",,3,3
18110825G3100,SUBWEIGHT,"CONCRETE(5.2),30kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 42 EA / 2차 입고수량 : 9 EA",3,3
18110286G1800,SUBWEIGHT,"CONCRETE,3.6E-6kg/mm^3,40KG/EA",,3,3
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=1125 (35/BG-160/35 -> 55/1015/55 로 변경), SW=180, SC=SE=115",3,3
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=1100 (35/BG-160/35 -> 55/990/55 로 변경), SW=245, SC=SE=90",3,3
18110412G1800,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 32 EA / 2차 입고수량 : 12 EA",3,3
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=1130 (35/BG-160/35 -> 50/1030/50 로 변경), SW=225, SC=SE=165",3,3
C181P004236,SUBWEIGHT,29.5kg,- SPRAY COLOR : BLACK,3,3
18110824G4100,SUBWEIGHT,"CONCRETE(3.2),30kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 37 EA / 2차 입고수량 : 4 EA",3,3
18110412G2100,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 39 EA / 2차 입고수량 : 12 EA",3,3
18110825G3100,SUBWEIGHT,"CONCRETE(5.2),30kg,G/S","- SPRAY COLOR : BLACK
- 1차 입고수량 : 25 EA / 2차 입고수량 : 2 EA",3,3
18110412G0800,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 13 EA / 2차 입고수량 : 10 EA",3,3
18110412G1800,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 53 EA / 2차 입고수량 : 5 EA",3,3
18110412G2100,SUBWEIGHT,"CONCRETE,30kg","
- 1차 입고수량 : 48 EA / 2차 입고수량 : 6 EA",3,3
18110414G9100,SUBWEIGHT,"SS400,30kg","- MATERIAL : SS400, WEIGHT : 30kg/EA
- [BG-90]=1160 (35/BG-160/35 -> 65/1030/65 로 변경), SW=215, SC=SE=115",3,3
18110414G2100,SUBWEIGHT,"SS400,30kg","
- 1차 입고수량 : 84 EA / 2차 입고수량 : 10 EA",3,3
